Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,1/1/2017 1:00,2017,1,1,1,245.7,295,Very Unhealthy,224,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 2:00,2017,1,1,2,232.3,282,Very Unhealthy,219,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 3:00,2017,1,1,3,216.7,267,Very Unhealthy,201,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 4:00,2017,1,1,4,203.3,253,Very Unhealthy,190,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 5:00,2017,1,1,5,201.6,252,Very Unhealthy,200,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 6:00,2017,1,1,6,188.8,239,Very Unhealthy,176,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 7:00,2017,1,1,7,188.5,239,Very Unhealthy,178,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 8:00,2017,1,1,8,186.4,237,Very Unhealthy,183,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 9:00,2017,1,1,9,185.8,236,Very Unhealthy,185,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 10:00,2017,1,1,10,192.9,243,Very Unhealthy,205,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 11:00,2017,1,1,11,199.3,249,Very Unhealthy,210,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 12:00,2017,1,1,12,192.2,242,Very Unhealthy,179,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 13:00,2017,1,1,13,162,212,Very Unhealthy,124,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 14:00,2017,1,1,14,144.1,197,Unhealthy,120,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 15:00,2017,1,1,15,110.8,180,Unhealthy,83,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 16:00,2017,1,1,16,89.3,168,Unhealthy,68,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 17:00,2017,1,1,17,72.1,160,Unhealthy,55,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 18:00,2017,1,1,18,69.5,158,Unhealthy,67,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 19:00,2017,1,1,19,88.2,168,Unhealthy,107,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 20:00,2017,1,1,20,104.1,176,Unhealthy,120,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 21:00,2017,1,1,21,111,180,Unhealthy,118,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 22:00,2017,1,1,22,118.5,184,Unhealthy,126,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/1/2017 23:00,2017,1,1,23,124.2,186,Unhealthy,130,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 0:00,2017,1,2,0,131.6,190,Unhealthy,139,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 1:00,2017,1,2,1,173.3,224,Very Unhealthy,215,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 2:00,2017,1,2,2,227.1,277,Very Unhealthy,281,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 3:00,2017,1,2,3,245.6,295,Very Unhealthy,264,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 4:00,2017,1,2,4,235.3,285,Very Unhealthy,225,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 5:00,2017,1,2,5,218.1,268,Very Unhealthy,201,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 6:00,2017,1,2,6,186.1,236,Very Unhealthy,154,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 7:00,2017,1,2,7,180,230,Very Unhealthy,174,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 8:00,2017,1,2,8,204.5,255,Very Unhealthy,229,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 9:00,2017,1,2,9,240.7,290,Very Unhealthy,277,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 10:00,2017,1,2,10,215.9,266,Very Unhealthy,191,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 11:00,2017,1,2,11,178.9,229,Very Unhealthy,142,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 12:00,2017,1,2,12,161.8,212,Very Unhealthy,144,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 13:00,2017,1,2,13,131.2,190,Unhealthy,101,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 14:00,2017,1,2,14,103,176,Unhealthy,75,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 15:00,2017,1,2,15,87,167,Unhealthy,71,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 16:00,2017,1,2,16,73.4,160,Unhealthy,60,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 17:00,2017,1,2,17,64.2,155,Unhealthy,55,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 18:00,2017,1,2,18,109.6,179,Unhealthy,155,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 19:00,2017,1,2,19,157.3,208,Very Unhealthy,205,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 20:00,2017,1,2,20,195.6,246,Very Unhealthy,234,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 21:00,2017,1,2,21,234.3,284,Very Unhealthy,273,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 22:00,2017,1,2,22,271.6,322,Hazardous,309,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/2/2017 23:00,2017,1,2,23,290.3,340,Hazardous,309,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 0:00,2017,1,3,0,298.6,349,Hazardous,307,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 1:00,2017,1,3,1,290.8,341,Hazardous,283,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 2:00,2017,1,3,2,270.9,321,Hazardous,251,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 3:00,2017,1,3,3,262.5,313,Hazardous,254,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 4:00,2017,1,3,4,255.2,306,Hazardous,248,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 5:00,2017,1,3,5,254.1,305,Hazardous,253,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 6:00,2017,1,3,6,245.9,296,Very Unhealthy,221,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 7:00,2017,1,3,7,212.8,263,Very Unhealthy,176,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 8:00,2017,1,3,8,179.8,230,Very Unhealthy,153,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 9:00,2017,1,3,9,167.9,218,Very Unhealthy,156,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 10:00,2017,1,3,10,171.4,222,Very Unhealthy,175,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 11:00,2017,1,3,11,166.7,217,Very Unhealthy,162,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 12:00,2017,1,3,12,163.7,214,Very Unhealthy,159,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 13:00,2017,1,3,13,138.3,194,Unhealthy,114,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 14:00,2017,1,3,14,134.6,192,Unhealthy,131,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 15:00,2017,1,3,15,148.3,199,Unhealthy,162,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 16:00,2017,1,3,16,176.6,227,Very Unhealthy,205,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 17:00,2017,1,3,17,154,204,Very Unhealthy,131,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 18:00,2017,1,3,18,147.5,199,Unhealthy,139,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 19:00,2017,1,3,19,147.7,199,Unhealthy,148,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 20:00,2017,1,3,20,299.6,350,Hazardous,452,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 21:00,2017,1,3,21,338.8,389,Hazardous,378,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 22:00,2017,1,3,22,284.9,335,Hazardous,231,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/3/2017 23:00,2017,1,3,23,260.9,311,Hazardous,237,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 0:00,2017,1,4,0,250.9,301,Hazardous,241,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 1:00,2017,1,4,1,242,292,Very Unhealthy,233,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 2:00,2017,1,4,2,261,311,Hazardous,280,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 3:00,2017,1,4,3,272,322,Hazardous,283,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 4:00,2017,1,4,4,264.5,315,Hazardous,257,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 5:00,2017,1,4,5,234.7,284,Very Unhealthy,205,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 6:00,2017,1,4,6,211.3,261,Very Unhealthy,188,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 7:00,2017,1,4,7,204.2,254,Very Unhealthy,197,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 8:00,2017,1,4,8,212.5,262,Very Unhealthy,221,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 9:00,2017,1,4,9,250.5,301,Hazardous,307,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 10:00,2017,1,4,10,231.7,281,Very Unhealthy,202,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 11:00,2017,1,4,11,157.9,208,Very Unhealthy,85,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 12:00,2017,1,4,12,108.9,179,Unhealthy,60,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 13:00,2017,1,4,13,82.9,165,Unhealthy,57,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 14:00,2017,1,4,14,65.4,156,Unhealthy,48,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 15:00,2017,1,4,15,56.6,152,Unhealthy,48,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 16:00,2017,1,4,16,56.6,152,Unhealthy,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2017 17:00,2017,1,4,17,69.5,158,Unhealthy,76,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 18:00,2017,1,4,18,70.3,159,Unhealthy,71,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 19:00,2017,1,4,19,70.3,159,Unhealthy,1985,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,1/4/2017 20:00,2017,1,4,20,100.6,174,Unhealthy,114,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 21:00,2017,1,4,21,115.9,182,Unhealthy,127,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 22:00,2017,1,4,22,170.3,221,Very Unhealthy,217,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/4/2017 23:00,2017,1,4,23,170.3,221,Very Unhealthy,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2017 0:00,2017,1,5,0,172.8,223,Very Unhealthy,174,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 1:00,2017,1,5,1,179.8,230,Very Unhealthy,185,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 2:00,2017,1,5,2,184.7,235,Very Unhealthy,189,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 3:00,2017,1,5,3,186.4,237,Very Unhealthy,188,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 4:00,2017,1,5,4,182.1,232,Very Unhealthy,178,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 5:00,2017,1,5,5,177,227,Very Unhealthy,172,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 6:00,2017,1,5,6,173.8,224,Very Unhealthy,170,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 7:00,2017,1,5,7,172.9,223,Very Unhealthy,172,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 8:00,2017,1,5,8,183.7,234,Very Unhealthy,198,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 9:00,2017,1,5,9,190.9,241,Very Unhealthy,219,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 10:00,2017,1,5,10,192.5,243,Very Unhealthy,199,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 11:00,2017,1,5,11,192.5,243,Very Unhealthy,1985,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,1/5/2017 12:00,2017,1,5,12,151.7,202,Very Unhealthy,120,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 13:00,2017,1,5,13,129.6,189,Unhealthy,114,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 14:00,2017,1,5,14,110.9,180,Unhealthy,96,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 15:00,2017,1,5,15,98,173,Unhealthy,86,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 16:00,2017,1,5,16,89.3,168,Unhealthy,81,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 17:00,2017,1,5,17,83.1,165,Unhealthy,77,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 18:00,2017,1,5,18,95.6,172,Unhealthy,108,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 19:00,2017,1,5,19,128.8,189,Unhealthy,162,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 20:00,2017,1,5,20,163.9,214,Very Unhealthy,199,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 21:00,2017,1,5,21,181.9,232,Very Unhealthy,200,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 22:00,2017,1,5,22,192.9,243,Very Unhealthy,204,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/5/2017 23:00,2017,1,5,23,194.4,245,Very Unhealthy,196,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 0:00,2017,1,6,0,204.7,255,Very Unhealthy,215,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 1:00,2017,1,6,1,212.3,262,Very Unhealthy,220,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 2:00,2017,1,6,2,227.7,278,Very Unhealthy,243,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 3:00,2017,1,6,3,223.3,273,Very Unhealthy,219,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 4:00,2017,1,6,4,210.7,261,Very Unhealthy,198,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 5:00,2017,1,6,5,181.8,232,Very Unhealthy,153,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 6:00,2017,1,6,6,175,225,Very Unhealthy,151,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 7:00,2017,1,6,7,163.2,214,Very Unhealthy,147,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 8:00,2017,1,6,8,159.1,210,Very Unhealthy,153,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 9:00,2017,1,6,9,157.4,208,Very Unhealthy,155,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 10:00,2017,1,6,10,163.1,213,Very Unhealthy,172,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 11:00,2017,1,6,11,152.2,203,Very Unhealthy,138,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 12:00,2017,1,6,12,150.3,200,Unhealthy,148,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 13:00,2017,1,6,13,148,199,Unhealthy,145,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 14:00,2017,1,6,14,135.7,192,Unhealthy,121,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 15:00,2017,1,6,15,117.2,183,Unhealthy,100,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 16:00,2017,1,6,16,110.1,179,Unhealthy,97,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 17:00,2017,1,6,17,109.1,179,Unhealthy,108,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 18:00,2017,1,6,18,112.5,180,Unhealthy,117,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 19:00,2017,1,6,19,112.5,180,Unhealthy,1985,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,1/6/2017 20:00,2017,1,6,20,132.4,191,Unhealthy,147,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 21:00,2017,1,6,21,147.9,199,Unhealthy,163,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 22:00,2017,1,6,22,153.6,204,Very Unhealthy,163,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/6/2017 23:00,2017,1,6,23,157.6,208,Very Unhealthy,163,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 0:00,2017,1,7,0,156.5,207,Very Unhealthy,155,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 1:00,2017,1,7,1,156.3,207,Very Unhealthy,156,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 2:00,2017,1,7,2,160.4,211,Very Unhealthy,166,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 3:00,2017,1,7,3,159.4,210,Very Unhealthy,158,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 4:00,2017,1,7,4,159.1,210,Very Unhealthy,159,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 5:00,2017,1,7,5,151.4,202,Very Unhealthy,134,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 6:00,2017,1,7,6,140.6,195,Unhealthy,116,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 7:00,2017,1,7,7,103.1,176,Unhealthy,75,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 8:00,2017,1,7,8,93.5,171,Unhealthy,84,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 9:00,2017,1,7,9,74.7,161,Unhealthy,56,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 10:00,2017,1,7,10,83.3,165,Unhealthy,92,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 11:00,2017,1,7,11,88.1,168,Unhealthy,93,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 12:00,2017,1,7,12,97.5,173,Unhealthy,107,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 13:00,2017,1,7,13,98.7,173,Unhealthy,100,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 14:00,2017,1,7,14,104.8,176,Unhealthy,111,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 15:00,2017,1,7,15,123.4,186,Unhealthy,142,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 16:00,2017,1,7,16,140.7,195,Unhealthy,158,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 17:00,2017,1,7,17,153.8,204,Very Unhealthy,167,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 18:00,2017,1,7,18,169.4,220,Very Unhealthy,185,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 19:00,2017,1,7,19,171.2,222,Very Unhealthy,173,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 20:00,2017,1,7,20,163.6,214,Very Unhealthy,156,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 21:00,2017,1,7,21,157.8,208,Very Unhealthy,152,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 22:00,2017,1,7,22,137.5,193,Unhealthy,117,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/7/2017 23:00,2017,1,7,23,134.5,192,Unhealthy,129,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 0:00,2017,1,8,0,129.7,189,Unhealthy,124,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 1:00,2017,1,8,1,126.2,188,Unhealthy,118,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 2:00,2017,1,8,2,123.6,186,Unhealthy,117,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 3:00,2017,1,8,3,117.3,183,Unhealthy,110,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 4:00,2017,1,8,4,109.7,179,Unhealthy,102,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 5:00,2017,1,8,5,109.8,179,Unhealthy,110,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 6:00,2017,1,8,6,107.7,178,Unhealthy,104,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 7:00,2017,1,8,7,118.6,184,Unhealthy,137,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 8:00,2017,1,8,8,124.1,186,Unhealthy,136,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 9:00,2017,1,8,9,124.4,187,Unhealthy,131,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 10:00,2017,1,8,10,120.9,185,Unhealthy,111,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 11:00,2017,1,8,11,122.4,186,Unhealthy,127,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 12:00,2017,1,8,12,124.7,187,Unhealthy,131,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 13:00,2017,1,8,13,137.9,194,Unhealthy,159,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 14:00,2017,1,8,14,124.1,186,Unhealthy,100,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 15:00,2017,1,8,15,116.2,182,Unhealthy,103,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 16:00,2017,1,8,16,110.2,179,Unhealthy,100,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 17:00,2017,1,8,17,110.2,179,Unhealthy,1985,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,1/8/2017 18:00,2017,1,8,18,125.2,187,Unhealthy,141,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 19:00,2017,1,8,19,133.4,191,Unhealthy,144,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 20:00,2017,1,8,20,136.1,193,Unhealthy,140,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 21:00,2017,1,8,21,145.1,197,Unhealthy,159,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 22:00,2017,1,8,22,148.6,199,Unhealthy,154,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/8/2017 23:00,2017,1,8,23,153.1,204,Very Unhealthy,160,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 0:00,2017,1,9,0,167.8,218,Very Unhealthy,183,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 1:00,2017,1,9,1,164.2,215,Very Unhealthy,160,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 2:00,2017,1,9,2,159.1,210,Very Unhealthy,153,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 3:00,2017,1,9,3,144.5,197,Unhealthy,127,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 4:00,2017,1,9,4,137.7,193,Unhealthy,119,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 5:00,2017,1,9,5,127.9,188,Unhealthy,114,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 6:00,2017,1,9,6,113.2,181,Unhealthy,100,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 7:00,2017,1,9,7,105.9,177,Unhealthy,98,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 8:00,2017,1,9,8,107.3,178,Unhealthy,109,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 9:00,2017,1,9,9,129.4,189,Unhealthy,155,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,1/9/2017 10:00,2017,1,9,10,153.8,204,Very Unhealthy,182,UG/M3,1 Hr,Valid
