Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,6/14/2017 7:00,2017,6,14,7,43.3,120,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 8:00,2017,6,14,8,46.6,128,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 9:00,2017,6,14,9,56.3,151,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 10:00,2017,6,14,10,59.6,153,Unhealthy,63,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 11:00,2017,6,14,11,57.8,152,Unhealthy,56,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 12:00,2017,6,14,12,59.4,153,Unhealthy,61,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 13:00,2017,6,14,13,61.2,154,Unhealthy,63,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 14:00,2017,6,14,14,63.6,155,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 15:00,2017,6,14,15,58.3,152,Unhealthy,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 16:00,2017,6,14,16,50.6,138,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 17:00,2017,6,14,17,50.8,139,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 18:00,2017,6,14,18,36.4,103,Unhealthy for Sensitive Groups,22,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 19:00,2017,6,14,19,29.2,87,Moderate,22,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 20:00,2017,6,14,20,28.5,85,Moderate,28,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 21:00,2017,6,14,21,27.2,83,Moderate,26,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 22:00,2017,6,14,22,24.6,77,Moderate,22,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/14/2017 23:00,2017,6,14,23,19.3,66,Moderate,14,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 0:00,2017,6,15,0,19.6,67,Moderate,20,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 1:00,2017,6,15,1,29.8,88,Moderate,40,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 2:00,2017,6,15,2,55.9,151,Unhealthy,82,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 3:00,2017,6,15,3,72.4,160,Unhealthy,89,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 4:00,2017,6,15,4,84.2,166,Unhealthy,96,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 5:00,2017,6,15,5,88.6,168,Unhealthy,93,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 6:00,2017,6,15,6,93.8,171,Unhealthy,99,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 7:00,2017,6,15,7,97.4,173,Unhealthy,101,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 8:00,2017,6,15,8,96.2,172,Unhealthy,95,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 9:00,2017,6,15,9,88.1,168,Unhealthy,80,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 10:00,2017,6,15,10,75.5,161,Unhealthy,63,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 11:00,2017,6,15,11,61.7,154,Unhealthy,48,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 12:00,2017,6,15,12,49.8,136,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 13:00,2017,6,15,13,41.4,116,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 14:00,2017,6,15,14,38.2,108,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 15:00,2017,6,15,15,33.6,96,Moderate,29,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 16:00,2017,6,15,16,37.7,106,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 17:00,2017,6,15,17,47.3,130,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 18:00,2017,6,15,18,53.6,146,Unhealthy for Sensitive Groups,60,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 19:00,2017,6,15,19,54.3,147,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 20:00,2017,6,15,20,63.6,155,Unhealthy,73,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 21:00,2017,6,15,21,68.8,158,Unhealthy,74,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 22:00,2017,6,15,22,74.4,161,Unhealthy,80,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/15/2017 23:00,2017,6,15,23,76.2,162,Unhealthy,78,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 0:00,2017,6,16,0,78.6,163,Unhealthy,81,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 1:00,2017,6,16,1,78.8,163,Unhealthy,79,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 2:00,2017,6,16,2,76.4,162,Unhealthy,74,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 3:00,2017,6,16,3,73.8,160,Unhealthy,71,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 4:00,2017,6,16,4,80.4,164,Unhealthy,90,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 5:00,2017,6,16,5,55.9,151,Unhealthy,30,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 6:00,2017,6,16,6,31.9,93,Moderate,8,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 7:00,2017,6,16,7,21.4,71,Moderate,11,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 8:00,2017,6,16,8,17.2,62,Moderate,13,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 9:00,2017,6,16,9,14.6,56,Moderate,12,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 10:00,2017,6,16,10,19.2,66,Moderate,24,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 11:00,2017,6,16,11,20.1,68,Moderate,21,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 12:00,2017,6,16,12,17,61,Moderate,14,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 13:00,2017,6,16,13,21,70,Moderate,25,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 14:00,2017,6,16,14,24,76,Moderate,27,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 15:00,2017,6,16,15,28.9,86,Moderate,34,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 16:00,2017,6,16,16,36.9,104,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 17:00,2017,6,16,17,41.4,116,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 18:00,2017,6,16,18,50.2,137,Unhealthy for Sensitive Groups,59,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 19:00,2017,6,16,19,55.1,149,Unhealthy for Sensitive Groups,60,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 20:00,2017,6,16,20,50.5,138,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 21:00,2017,6,16,21,49.7,136,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 22:00,2017,6,16,22,48.8,134,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/16/2017 23:00,2017,6,16,23,50.4,138,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 0:00,2017,6,17,0,46.2,127,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 1:00,2017,6,17,1,41.6,116,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 2:00,2017,6,17,2,38.8,109,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 3:00,2017,6,17,3,33.9,97,Moderate,30,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 4:00,2017,6,17,4,33.4,96,Moderate,33,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 5:00,2017,6,17,5,29.7,88,Moderate,26,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 6:00,2017,6,17,6,35.3,100,Moderate,41,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 7:00,2017,6,17,7,37.1,105,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 8:00,2017,6,17,8,31,91,Moderate,25,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 9:00,2017,6,17,9,30,89,Moderate,29,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 10:00,2017,6,17,10,31,91,Moderate,32,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 11:00,2017,6,17,11,31.1,91,Moderate,31,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 12:00,2017,6,17,12,29.1,87,Moderate,26,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 13:00,2017,6,17,13,30.6,90,Moderate,33,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 14:00,2017,6,17,14,33.9,97,Moderate,39,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 15:00,2017,6,17,15,24.9,78,Moderate,15,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 16:00,2017,6,17,16,21.4,71,Moderate,18,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 17:00,2017,6,17,17,21.4,71,Moderate,1985,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,6/17/2017 18:00,2017,6,17,18,28.4,85,Moderate,32,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 19:00,2017,6,17,19,38.4,108,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 20:00,2017,6,17,20,41.9,117,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 21:00,2017,6,17,21,43,119,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 22:00,2017,6,17,22,41.9,117,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/17/2017 23:00,2017,6,17,23,46.5,128,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 0:00,2017,6,18,0,48.2,132,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 1:00,2017,6,18,1,47.1,130,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 2:00,2017,6,18,2,51,139,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 3:00,2017,6,18,3,51.5,140,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 4:00,2017,6,18,4,51.4,140,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 5:00,2017,6,18,5,40,112,Unhealthy for Sensitive Groups,28,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 6:00,2017,6,18,6,33.4,96,Moderate,27,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 7:00,2017,6,18,7,32.7,94,Moderate,32,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 8:00,2017,6,18,8,33.8,97,Moderate,35,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 9:00,2017,6,18,9,30.4,89,Moderate,27,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 10:00,2017,6,18,10,29.2,87,Moderate,28,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 11:00,2017,6,18,11,25.6,79,Moderate,22,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 12:00,2017,6,18,12,25.7,80,Moderate,26,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 13:00,2017,6,18,13,28.3,85,Moderate,31,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 14:00,2017,6,18,14,28.6,86,Moderate,29,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 15:00,2017,6,18,15,36.8,104,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 16:00,2017,6,18,16,53.9,146,Unhealthy for Sensitive Groups,71,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 17:00,2017,6,18,17,67.9,157,Unhealthy,82,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 18:00,2017,6,18,18,80.9,164,Unhealthy,94,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 19:00,2017,6,18,19,93,170,Unhealthy,105,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 20:00,2017,6,18,20,95.5,172,Unhealthy,98,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 21:00,2017,6,18,21,95.7,172,Unhealthy,96,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 22:00,2017,6,18,22,100.3,174,Unhealthy,105,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/18/2017 23:00,2017,6,18,23,104.7,176,Unhealthy,109,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 0:00,2017,6,19,0,100.8,174,Unhealthy,97,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 1:00,2017,6,19,1,99.4,174,Unhealthy,98,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 2:00,2017,6,19,2,93.7,171,Unhealthy,88,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 3:00,2017,6,19,3,94.6,171,Unhealthy,93,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 4:00,2017,6,19,4,99.4,174,Unhealthy,110,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 5:00,2017,6,19,5,89.2,168,Unhealthy,70,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 6:00,2017,6,19,6,60.4,154,Unhealthy,35,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 7:00,2017,6,19,7,47.6,131,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 8:00,2017,6,19,8,39.8,112,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 9:00,2017,6,19,9,28.9,86,Moderate,18,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 10:00,2017,6,19,10,25.9,80,Moderate,23,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 11:00,2017,6,19,11,21.4,71,Moderate,17,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 12:00,2017,6,19,12,22.2,72,Moderate,23,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 13:00,2017,6,19,13,20.1,68,Moderate,18,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 14:00,2017,6,19,14,25,78,Moderate,30,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 15:00,2017,6,19,15,30,89,Moderate,35,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 16:00,2017,6,19,16,35.9,102,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 17:00,2017,6,19,17,38.4,108,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 18:00,2017,6,19,18,43.7,121,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 19:00,2017,6,19,19,46.8,129,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 20:00,2017,6,19,20,42.4,118,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 21:00,2017,6,19,21,44.7,124,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 22:00,2017,6,19,22,42.8,119,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/19/2017 23:00,2017,6,19,23,39.9,112,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 0:00,2017,6,20,0,39.9,112,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 1:00,2017,6,20,1,34.8,99,Moderate,28,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 2:00,2017,6,20,2,20.4,68,Moderate,7,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 3:00,2017,6,20,3,13.2,53,Moderate,6,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 4:00,2017,6,20,4,8.6,36,Good,4,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 5:00,2017,6,20,5,12.3,51,Moderate,16,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 6:00,2017,6,20,6,17.6,63,Moderate,23,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 7:00,2017,6,20,7,20.3,68,Moderate,23,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 8:00,2017,6,20,8,17.1,62,Moderate,14,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 9:00,2017,6,20,9,18.5,64,Moderate,20,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 10:00,2017,6,20,10,21.7,71,Moderate,25,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 11:00,2017,6,20,11,24.3,77,Moderate,27,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 12:00,2017,6,20,12,22.6,73,Moderate,21,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 13:00,2017,6,20,13,23.3,75,Moderate,24,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 14:00,2017,6,20,14,33.1,95,Moderate,43,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 15:00,2017,6,20,15,36.5,103,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 16:00,2017,6,20,16,37.8,107,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 17:00,2017,6,20,17,35.4,100,Moderate,33,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 18:00,2017,6,20,18,34.2,97,Moderate,33,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 19:00,2017,6,20,19,36.1,102,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 20:00,2017,6,20,20,31.5,92,Moderate,27,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 21:00,2017,6,20,21,31.7,92,Moderate,32,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 22:00,2017,6,20,22,38.3,108,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/20/2017 23:00,2017,6,20,23,46.1,127,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 0:00,2017,6,21,0,53.6,146,Unhealthy for Sensitive Groups,61,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 1:00,2017,6,21,1,59.8,153,Unhealthy,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 2:00,2017,6,21,2,63.9,155,Unhealthy,68,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 3:00,2017,6,21,3,65.4,156,Unhealthy,67,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 4:00,2017,6,21,4,63.7,155,Unhealthy,62,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 5:00,2017,6,21,5,61.8,154,Unhealthy,60,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 6:00,2017,6,21,6,51.9,141,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 7:00,2017,6,21,7,47.4,130,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 8:00,2017,6,21,8,42.7,119,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 9:00,2017,6,21,9,39.1,110,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 10:00,2017,6,21,10,45.3,125,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 11:00,2017,6,21,11,55.3,150,Unhealthy for Sensitive Groups,66,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 12:00,2017,6,21,12,57.1,152,Unhealthy,59,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 13:00,2017,6,21,13,57.1,152,Unhealthy,1985,UG/M3,1 Hr,Invalid
New Delhi,PM2.5 - Principal,6/21/2017 14:00,2017,6,21,14,48.7,134,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 15:00,2017,6,21,15,28.1,85,Moderate,13,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 16:00,2017,6,21,16,24.3,77,Moderate,21,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 17:00,2017,6,21,17,30.3,89,Moderate,36,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 18:00,2017,6,21,18,40.8,114,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 19:00,2017,6,21,19,49.9,136,Unhealthy for Sensitive Groups,59,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 20:00,2017,6,21,20,51.5,140,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 21:00,2017,6,21,21,51.7,141,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 22:00,2017,6,21,22,52.3,142,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/21/2017 23:00,2017,6,21,23,61.6,154,Unhealthy,71,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 0:00,2017,6,22,0,61.3,154,Unhealthy,61,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 1:00,2017,6,22,1,59.6,153,Unhealthy,58,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 2:00,2017,6,22,2,60.3,153,Unhealthy,61,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 3:00,2017,6,22,3,56.1,151,Unhealthy,52,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 4:00,2017,6,22,4,56.1,151,Unhealthy,56,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 5:00,2017,6,22,5,57.3,152,Unhealthy,58,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 6:00,2017,6,22,6,58.6,153,Unhealthy,62,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 7:00,2017,6,22,7,61.2,154,Unhealthy,68,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 8:00,2017,6,22,8,62,154,Unhealthy,64,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 9:00,2017,6,22,9,61.2,154,Unhealthy,59,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 10:00,2017,6,22,10,57.9,152,Unhealthy,50,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 11:00,2017,6,22,11,56.7,152,Unhealthy,53,UG/M3,1 Hr,Valid
New Delhi,PM2.5 - Principal,6/22/2017 12:00,2017,6,22,12,48.9,134,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
