Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
New Delhi,PM2.5 - Principal,1/3/2015 21:00,2015,1,3,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/3/2015 22:00,2015,1,3,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/3/2015 23:00,2015,1,3,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 0:00,2015,1,4,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 1:00,2015,1,4,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 2:00,2015,1,4,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 3:00,2015,1,4,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 4:00,2015,1,4,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 5:00,2015,1,4,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 6:00,2015,1,4,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 7:00,2015,1,4,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 8:00,2015,1,4,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 9:00,2015,1,4,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 10:00,2015,1,4,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 11:00,2015,1,4,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 12:00,2015,1,4,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 13:00,2015,1,4,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 14:00,2015,1,4,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 15:00,2015,1,4,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 16:00,2015,1,4,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 17:00,2015,1,4,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 18:00,2015,1,4,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 19:00,2015,1,4,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 20:00,2015,1,4,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 21:00,2015,1,4,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 22:00,2015,1,4,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/4/2015 23:00,2015,1,4,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 0:00,2015,1,5,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 1:00,2015,1,5,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 2:00,2015,1,5,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 3:00,2015,1,5,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 4:00,2015,1,5,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 5:00,2015,1,5,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 6:00,2015,1,5,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 7:00,2015,1,5,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 8:00,2015,1,5,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 9:00,2015,1,5,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 10:00,2015,1,5,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 11:00,2015,1,5,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 12:00,2015,1,5,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 13:00,2015,1,5,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 14:00,2015,1,5,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 15:00,2015,1,5,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 16:00,2015,1,5,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 17:00,2015,1,5,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 18:00,2015,1,5,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 19:00,2015,1,5,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 20:00,2015,1,5,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 21:00,2015,1,5,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 22:00,2015,1,5,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/5/2015 23:00,2015,1,5,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 0:00,2015,1,6,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 1:00,2015,1,6,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 2:00,2015,1,6,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 3:00,2015,1,6,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 4:00,2015,1,6,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 5:00,2015,1,6,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 6:00,2015,1,6,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 7:00,2015,1,6,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 8:00,2015,1,6,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 9:00,2015,1,6,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 10:00,2015,1,6,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 11:00,2015,1,6,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 12:00,2015,1,6,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 13:00,2015,1,6,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 14:00,2015,1,6,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 15:00,2015,1,6,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 16:00,2015,1,6,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 17:00,2015,1,6,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 18:00,2015,1,6,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 19:00,2015,1,6,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 20:00,2015,1,6,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 21:00,2015,1,6,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 22:00,2015,1,6,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/6/2015 23:00,2015,1,6,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 0:00,2015,1,7,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 1:00,2015,1,7,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 2:00,2015,1,7,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 3:00,2015,1,7,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 4:00,2015,1,7,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 5:00,2015,1,7,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 6:00,2015,1,7,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 7:00,2015,1,7,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 8:00,2015,1,7,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 9:00,2015,1,7,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 10:00,2015,1,7,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 11:00,2015,1,7,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 12:00,2015,1,7,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 13:00,2015,1,7,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 14:00,2015,1,7,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 15:00,2015,1,7,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 16:00,2015,1,7,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 17:00,2015,1,7,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 18:00,2015,1,7,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 19:00,2015,1,7,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 20:00,2015,1,7,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 21:00,2015,1,7,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 22:00,2015,1,7,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/7/2015 23:00,2015,1,7,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 0:00,2015,1,8,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 1:00,2015,1,8,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 2:00,2015,1,8,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 3:00,2015,1,8,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 4:00,2015,1,8,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 5:00,2015,1,8,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 6:00,2015,1,8,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 7:00,2015,1,8,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 8:00,2015,1,8,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 9:00,2015,1,8,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 10:00,2015,1,8,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 11:00,2015,1,8,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 12:00,2015,1,8,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 13:00,2015,1,8,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 14:00,2015,1,8,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 15:00,2015,1,8,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 16:00,2015,1,8,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 17:00,2015,1,8,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 18:00,2015,1,8,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 19:00,2015,1,8,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 20:00,2015,1,8,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 21:00,2015,1,8,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 22:00,2015,1,8,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/8/2015 23:00,2015,1,8,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 0:00,2015,1,9,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 1:00,2015,1,9,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 2:00,2015,1,9,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 3:00,2015,1,9,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 4:00,2015,1,9,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 5:00,2015,1,9,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 6:00,2015,1,9,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 7:00,2015,1,9,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 8:00,2015,1,9,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 9:00,2015,1,9,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 10:00,2015,1,9,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 11:00,2015,1,9,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 12:00,2015,1,9,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 13:00,2015,1,9,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 14:00,2015,1,9,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 15:00,2015,1,9,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 16:00,2015,1,9,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
New Delhi,PM2.5 - Principal,1/9/2015 17:00,2015,1,9,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
