datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
20161019-02:00,Mist,16,0,0,,78,,1010,0,0,20,0,0,2,280,West,,,3.7
20161019-02:30,Mist,16,0,0,,78,,1010,0,0,20,0,0,2.5,270,West,,,3.7
20161019-03:00,Smoke,16,0,0,,58,,1010,0,0,22,0,0,2,250,WSW,,,3.7
20161019-03:30,Smoke,16,0,0,,65,,1011,0,0,23,0,0,2.5,250,WSW,,,11.1
20161019-04:00,Smoke,15,0,0,,54,,1011,0,0,25,0,0,3.5,260,West,,,9.3
20161019-04:30,Haze,16,0,0,28.3,48,,1011,0,0,28,0,0,3.5,240,WSW,,,9.3
20161019-05:00,Haze,17,0,0,30.3,45,,1011,0,0,30,0,0,3.5,240,WSW,,,9.3
20161019-05:30,Haze,17,0,0,31.4,43,,1011,0,0,31,0,0,3.5,250,WSW,,,9.3
20161019-06:00,Haze,17,0,0,,30,,1009,0,0,32,0,0,2,290,WNW,,,11.1
20161019-06:30,Haze,19,0,0,34.5,43,,1010,0,0,33,0,0,3.5,230,SW,,,7.4
20161019-07:00,Haze,18,0,0,34,41,,1009,0,0,33,0,0,3.5,220,SW,,,5.6
20161019-07:30,Haze,18,0,0,34.9,38,,1009,0,0,34,0,0,3.5,300,WNW,,,5.6
20161019-08:00,Haze,18,0,0,34.9,38,,1008,0,0,34,0,0,3.5,310,NW,,,7.4
20161019-08:30,Haze,17,0,0,34.5,36,,1008,0,0,34,0,0,3.5,320,NW,,,11.1
20161019-09:00,Haze,17,0,0,,25,,1006,0,0,35,0,0,4,0,North,,,7.4
20161019-09:30,Haze,17,0,0,35.6,34,,1007,0,0,35,0,0,4,260,West,,,13
20161019-10:00,Haze,16,0,0,34,34,,1007,0,0,34,0,0,4,300,WNW,,,7.4
20161019-10:30,Haze,16,0,0,34,34,,1007,0,0,34,0,0,4,300,WNW,,,7.4
20161019-11:00,Haze,17,0,0,33.4,38,,1007,0,0,33,0,0,4,310,NW,,,9.3
20161019-11:30,Haze,17,0,0,33.4,38,,1007,0,0,33,0,0,4,300,WNW,,,5.6
20161019-12:00,Haze,18,0,0,,33,,1006,0,0,32,0,0,4,290,WNW,,,7.4
20161019-12:30,Haze,18,0,0,31.9,46,,1007,0,0,31,0,0,3.5,0,North,,,0
20161019-13:00,Haze,18,0,0,29.8,51,,1008,0,0,29,0,0,3,0,North,,,0
20161019-15:00,Haze,19,0,0,,64,,1008,0,0,25,0,0,2,,,,,0
20161019-18:00,Mist,19,0,0,,78,,1008,0,0,22,0,0,2,,,,,0
20161019-21:00,Mist,18,0,0,,78,,1007,0,0,21,0,0,2,250,WSW,,,3.7
20161020-00:00,Mist,16,0,0,,74,,1007,0,0,20,0,0,2,,,,,0
20161020-02:00,Mist,16,0,0,,78,,1009,0,0,20,0,0,3,0,North,,,0
20161020-02:30,Mist,15,0,0,,68,,1009,0,0,21,0,0,3,0,North,,,0
20161020-03:00,Haze,15,0,0,,56,,1009,0,0,22,0,0,2,270,West,,,5.6
20161020-03:30,Haze,16,0,0,,61,,1010,0,0,24,0,0,3.5,270,West,,,5.6
20161020-04:00,Haze,17,0,0,28.5,51,,1010,0,0,28,0,0,3.5,270,West,,,5.6
20161020-04:30,Haze,17,0,0,29.4,48,,1010,0,0,29,0,0,3,290,WNW,,,9.3
20161020-05:00,Haze,16,0,0,30.1,43,,1010,0,0,30,0,0,3,290,WNW,,,9.3
20161020-05:30,Haze,16,0,0,30.1,43,,1010,0,0,30,0,0,3,280,West,,,20.4
20161020-06:00,Haze,17,0,0,,30,,1008,0,0,32,0,0,2,270,West,,,18.5
20161020-06:30,Haze,17,0,0,32.3,40,,1009,0,0,32,0,0,3,320,NW,,,14.8
20161020-07:00,Haze,17,0,0,33.4,38,,1008,0,0,33,0,0,3,310,NW,,,18.5
20161020-07:30,Haze,17,0,0,33.4,38,,1008,0,0,33,0,0,3,320,NW,,,20.4
20161020-08:00,Haze,18,0,0,34.9,38,,1007,0,0,34,0,0,3,320,NW,,,20.4
20161020-08:30,Haze,18,0,0,34.9,38,,1007,0,0,34,0,0,3,330,NNW,,,16.7
20161020-09:00,Haze,17,0,0,,27,,1005,0,0,34,0,0,2,320,NW,,,13
20161020-09:30,Haze,17,0,0,34.5,36,,1006,0,0,34,0,0,4,280,West,,,14.8
20161020-10:00,Haze,17,0,0,34.5,36,,1006,0,0,34,0,0,,0,North,,,
20161020-10:30,Haze,17,0,0,34.5,36,,1006,0,0,34,0,0,4,330,NNW,,,11.1
20161020-11:00,Haze,17,0,0,34.5,36,,1006,0,0,34,0,0,4,280,West,,,7.4
20161020-11:30,Haze,17,0,0,34.5,36,,1006,0,0,34,0,0,4,300,WNW,,,5.6
20161020-12:00,Haze,17,0,0,,31,,1004,0,0,32,0,0,2,320,NW,,,3.7
20161020-12:30,Haze,17,0,0,31.4,43,,1006,0,0,31,0,0,3.5,320,NW,,,3.7
20161020-15:00,Haze,18,0,0,,64,,1006,0,0,24,0,0,2,,,,,0
20161020-18:00,Mist,18,0,0,,72,,1007,0,0,22,0,0,2,,,,,0
20161020-21:00,Mist,18,0,0,,80,,1007,0,0,21,0,0,2,270,West,,,3.7
20161021-00:00,Haze,15,0,0,,55,,1008,0,0,21,0,0,2,250,WSW,,,3.7
20161021-02:00,Haze,15,0,0,,68,,1009,0,0,21,0,0,3,250,WSW,,,7.4
20161021-02:30,Haze,15,0,0,,64,,1010,0,0,22,0,0,3,270,West,,,9.3
20161021-03:00,Haze,15,0,0,,43,,1009,0,0,25,0,0,2,270,West,,,9.3
20161021-03:30,Haze,15,0,0,,54,,1010,0,0,25,0,0,3,270,West,,,13
20161021-04:00,Haze,16,0,0,,54,,1010,0,0,26,0,0,3,260,West,,,11.1
20161021-04:30,Haze,17,0,0,29.4,48,,1011,0,0,29,0,0,3.5,260,West,,,14.8
20161021-05:00,Widespread Dust,17,0,0,30.3,45,,1011,0,0,30,0,0,3.5,270,West,,,18.5
20161021-05:30,Widespread Dust,17,0,0,31.4,43,,1011,0,0,31,0,0,3.5,290,WNW,,,18.5
20161021-06:00,Blowing Sand,19,0,0,,35,,1009,0,0,32,0,0,2,290,WNW,,,24.1
20161021-06:30,Widespread Dust,19,0,0,33.5,46,,1010,0,0,32,0,0,3.5,280,West,,,24.1
20161021-07:00,Widespread Dust,18,0,0,34,41,,1010,0,0,33,0,0,3.5,280,West,,,27.8
20161021-09:00,Haze,18,0,0,,29,,1006,0,0,35,0,0,4,320,NW,,,11.1
20161021-10:30,Haze,19,0,0,35.7,41,,1007,0,0,34,0,0,5,270,West,,,14.8
20161021-11:00,Haze,19,0,0,35.7,41,,1007,0,0,34,0,0,5,270,West,,,14.8
20161021-11:30,Haze,18,0,0,34.9,38,,1007,0,0,34,0,0,5,250,WSW,,,9.3
20161021-12:00,Haze,19,0,0,,36,,1006,0,0,32,0,0,4,320,NW,,,3.7
20161021-12:30,Haze,19,0,0,32.4,49,,1008,0,0,31,0,0,4,0,North,,,0
20161021-13:00,Haze,20,0,0,31.9,55,,1008,0,0,30,0,0,3,0,North,,,0
20161021-15:00,Haze,20,0,0,,64,,1008,0,0,25,0,0,2,,,,,0
20161021-18:00,Mist,19,0,0,,79,,1009,0,0,22,0,0,2,,,,,0
20161021-21:00,Mist,18,0,0,,81,,1008,0,0,21,0,0,2,,,,,0
20161022-00:00,Haze,16,0,0,,62,,1008,0,0,21,0,0,2,270,West,,,5.6
20161022-02:00,Haze,15,0,0,,64,,1010,0,0,22,0,0,3,250,WSW,,,13
20161022-02:30,Haze,15,0,0,,64,,1011,0,0,22,0,0,3,270,West,,,9.3
20161022-03:00,Haze,16,0,0,,48,,1010,0,0,25,0,0,2,270,West,,,14.8
20161022-03:30,Haze,16,0,0,,54,,1012,0,0,26,0,0,3,270,West,,,18.5
20161022-04:00,Haze,15,0,0,27.3,48,,1012,0,0,27,0,0,3.5,270,West,,,24.1
20161022-04:30,Haze,18,0,0,28.8,54,,1012,0,0,28,0,0,4,280,West,,,24.1
20161022-05:00,Haze,18,0,0,29.8,51,,1011,0,0,29,0,0,4,300,WNW,33.3,,14.8
20161022-05:30,Haze,18,0,0,30.7,48,,1011,0,0,30,0,0,4,280,West,31.5,,13
20161022-06:00,Haze,18,0,0,,33,,1010,0,0,32,0,0,4,270,West,,,14.8
20161022-06:30,Haze,19,0,0,33.5,46,,1010,0,0,32,0,0,4,270,West,,,18.5
20161022-07:00,Haze,19,0,0,34.5,43,,1010,0,0,33,0,0,4,280,West,,,24.1
20161022-07:30,Haze,19,0,0,34.5,43,,1009,0,0,33,0,0,4,290,WNW,,,22.2
20161022-08:00,Haze,20,0,0,36.5,44,,1009,0,0,34,0,0,4,290,WNW,,,22.2
20161022-08:30,Haze,20,0,0,36.5,44,,1009,0,0,34,0,0,4,280,West,,,18.5
20161022-09:00,Haze,19,0,0,,31,,1009,0,0,35,0,0,4,270,West,,,14.8
20161022-09:30,Haze,19,0,0,35.7,41,,1008,0,0,34,0,0,4,270,West,,,24.1
20161022-10:00,Haze,19,0,0,35.7,41,,1008,0,0,34,0,0,,0,North,,,
20161022-10:30,Haze,19,0,0,35.7,41,,1008,0,0,34,0,0,4,310,NW,,,14.8
20161022-11:00,Haze,18,0,0,34,41,,1008,0,0,33,0,0,4,290,WNW,,,9.3
20161022-11:30,Haze,18,0,0,34,41,,1008,0,0,33,0,0,4,290,WNW,,,11.1
20161022-12:00,Haze,18,0,0,,35,,1007,0,0,32,0,0,4,290,WNW,,,7.4
20161022-12:30,Haze,18,0,0,31.9,46,,1008,0,0,31,0,0,3,310,NW,,,3.7
20161022-13:00,Haze,19,0,0,31.2,51,,1008,0,0,30,0,0,2,0,North,,,0
20161022-15:00,Haze,20,0,0,,64,,1009,0,0,25,0,0,2,,,,,0
20161022-18:00,Mist,19,0,0,,77,,1010,0,0,22,0,0,2,,,,,0
20161022-21:00,Mist,18,0,0,,81,,1008,0,0,21,0,0,2,320,NW,,,3.7
20161023-00:00,Mist,18,0,0,,80,,1009,0,0,21,0,0,2,270,West,,,3.7
20161023-02:00,Mist,17,0,0,,78,,1010,0,0,21,0,0,2,250,WSW,,,3.7
20161023-02:30,Mist,17,0,0,,78,,1011,0,0,21,0,0,2,230,SW,,,3.7
20161023-03:00,Smoke,16,0,0,,59,,1011,0,0,23,0,0,2,270,West,,,9.3
20161023-03:30,Smoke,16,0,0,,61,,1012,0,0,24,0,0,2.5,250,WSW,,,13
20161023-04:00,Smoke,17,0,0,,61,,1012,0,0,25,0,0,2.5,250,WSW,,,16.7
20161023-04:30,Smoke,18,0,0,,61,,1012,0,0,26,0,0,2.5,250,WSW,,,16.7
20161023-05:00,Smoke,18,0,0,27.9,58,,1012,0,0,27,0,0,2.5,260,West,,,18.5
20161023-05:30,Smoke,18,0,0,28.8,54,,1011,0,0,28,0,0,2.5,280,West,,,18.5
20161023-06:00,Smoke,18,0,0,,42,,1010,0,0,30,0,0,2,270,West,,,18.5
20161023-06:30,Smoke,18,0,0,30.7,48,,1010,0,0,30,0,0,2.5,270,West,,,11.1
20161023-07:00,Smoke,19,0,0,32.4,49,,1010,0,0,31,0,0,2.5,280,West,,,18.5
20161023-07:30,Smoke,19,0,0,33.5,46,,1009,0,0,32,0,0,2.5,310,NW,,,14.8
20161023-08:00,Smoke,19,0,0,33.5,46,,1009,0,0,32,0,0,2.5,270,West,,,16.7
20161023-08:30,Smoke,19,0,0,33.5,46,,1008,0,0,32,0,0,2,290,WNW,,,16.7
20161023-09:00,Smoke,18,0,0,,31,,1007,0,0,33,0,0,2,290,WNW,,,18.5
20161023-09:30,Smoke,19,0,0,34.5,43,,1008,0,0,33,0,0,2,320,NW,,,11.1
20161023-10:00,Smoke,19,0,0,34.5,43,,1008,0,0,33,0,0,2.5,290,WNW,,,18.5
20161023-10:30,Smoke,18,0,0,32.8,43,,1008,0,0,32,0,0,2.5,310,NW,,,13
20161023-11:00,Smoke,18,0,0,30.7,48,,1008,0,0,30,0,0,2.5,310,NW,,,7.4
20161023-11:30,Smoke,18,0,0,30.7,48,,1008,0,0,30,0,0,2.5,310,NW,,,7.4
20161023-12:00,Smoke,17,0,0,,38,,1007,0,0,30,0,0,2,270,West,,,5.6
20161023-13:00,Smoke,17,0,0,,57,,1008,0,0,26,0,0,2.5,290,WNW,,,5.6
20161023-15:00,Haze,18,0,0,,66,,1008,0,0,23,0,0,2,290,WNW,,,5.6
20161023-18:00,Mist,17,0,0,,70,,1008,0,0,22,0,0,2,270,West,,,3.7
20161023-21:00,Mist,17,0,0,,75,,1008,0,0,20,0,0,2,290,WNW,,,3.7
20161024-00:00,Mist,16,0,0,,71,,1008,0,0,20,0,0,2,250,WSW,,,3.7
20161024-02:00,Haze,16,0,0,,69,,1009,0,0,22,0,0,2.5,250,WSW,,,3.7
20161024-02:30,Haze,16,0,0,,69,,1010,0,0,22,0,0,2.5,250,WSW,,,7.4
20161024-03:00,Haze,17,0,0,,57,,1009,0,0,23,0,0,2,250,WSW,,,11.1
20161024-03:30,Haze,17,0,0,,65,,1010,0,0,24,0,0,2.5,250,WSW,,,11.1
20161024-04:00,Haze,17,0,0,,65,,1011,0,0,24,0,0,2.5,240,WSW,,,9.3
20161024-04:30,Haze,16,0,0,28.3,48,,1011,0,0,28,0,0,2.5,260,West,,,13
20161024-05:00,Haze,16,0,0,28.3,48,,1011,0,0,28,0,0,2.5,290,WNW,,,9.3
20161024-05:30,Haze,18,0,0,30.7,48,,1011,0,0,30,0,0,2.5,280,West,,,13
20161024-06:00,Haze,18,0,0,,39,,1009,0,0,30,0,0,2,270,West,,,11.1
20161024-06:30,Haze,18,0,0,30.7,48,,1009,0,0,30,0,0,3,240,WSW,,,14.8
20161024-07:00,Haze,18,0,0,32.8,43,,1009,0,0,32,0,0,3,290,WNW,,,14.8
20161024-07:30,Haze,18,0,0,34,41,,1009,0,0,33,0,0,3,280,West,,,16.7
20161024-08:30,Widespread Dust,18,0,0,34.9,38,,1008,0,0,34,0,0,3.5,290,WNW,,,29.6
20161024-09:00,Blowing Sand,18,0,0,,29,,1006,0,0,34,0,0,2,290,WNW,,,24.1
20161024-09:30,Widespread Dust,19,0,0,35.7,41,,1007,0,0,34,0,0,3.5,280,West,,,25.9
20161024-10:00,Widespread Dust,19,0,0,36.9,39,,1007,0,0,35,0,0,3.5,280,West,,,24.1
20161024-10:30,Haze,19,0,0,35.7,41,,1006,0,0,34,0,0,3.5,290,WNW,,,11.1
20161024-11:00,Haze,19,0,0,35.7,41,,1006,0,0,34,0,0,3.5,300,WNW,,,11.1
20161024-11:30,Haze,18,0,0,34,41,,1006,0,0,33,0,0,3.5,290,WNW,,,13
20161024-12:00,Haze,18,0,0,,35,,1006,0,0,32,0,0,2,320,NW,,,7.4
20161024-12:30,Haze,18,0,0,31.9,46,,1007,0,0,31,0,0,3,300,WNW,,,5.6
20161024-13:00,Haze,18,0,0,28.8,54,,1007,0,0,28,0,0,3,0,North,,,0
20161024-15:00,Haze,18,0,0,,64,,1008,0,0,24,0,0,2,,,,,0
20161024-18:00,Mist,19,0,0,,78,,1008,0,0,22,0,0,2,,,,,0
20161024-21:00,Mist,18,0,0,,79,,1007,0,0,20,0,0,2,,,,,0
20161025-00:00,Haze,17,0,0,,64,,1008,0,0,22,0,0,2,270,West,,,5.6
20161025-02:00,Haze,17,0,0,,69,,1009,0,0,23,0,0,2.5,260,West,,,14.8
20161025-02:30,Haze,16,0,0,,65,,1010,0,0,23,0,0,2.5,270,West,,,14.8
20161025-03:00,Haze,17,0,0,,53,,1009,0,0,24,0,0,2,230,SW,,,11.1
20161025-03:30,Haze,17,0,0,,61,,1010,0,0,25,0,0,3,260,West,,,18.5
20161025-04:00,Haze,17,0,0,27.7,54,,1011,0,0,27,0,0,3.5,270,West,,,18.5
20161025-04:30,Widespread Dust,17,0,0,27.7,54,,1011,0,0,27,0,0,3.5,290,WNW,,,24.1
20161025-05:00,Widespread Dust,18,0,0,29.8,51,,1011,0,0,29,0,0,3.5,290,WNW,,,25.9
20161025-05:30,Haze,17,0,0,30.3,45,,1011,0,0,30,0,0,3.5,280,West,33.3,,14.8
20161025-06:00,Haze,19,0,0,,41,,1009,0,0,30,0,0,2,270,West,,,25.9
20161025-06:30,Widespread Dust,19,0,0,31.2,51,,1010,0,0,30,0,0,3.5,270,West,33.3,,14.8
20161025-07:00,Widespread Dust,19,0,0,32.4,49,,1010,0,0,31,0,0,3.5,280,West,33.3,,14.8
20161025-07:30,Widespread Dust,,0,0,,N/A,,1009,0,0,,0,0,3.5,280,West,33.3,,14.8
20161025-08:00,Widespread Dust,19,0,0,34.5,43,,1009,0,0,33,0,0,3.5,250,WSW,33.3,,14.8
20161025-08:30,Widespread Dust,21,0,0,36,49,,1008,0,0,33,0,0,4,250,WSW,33.3,,14.8
20161025-09:00,Haze,21,0,0,,39,,1007,0,0,33,0,0,4,320,NW,,,14.8
20161025-10:00,Haze,21,0,0,36,49,,1008,0,0,33,0,0,4,320,NW,,,14.8
20161025-10:30,Haze,20,0,0,34.1,49,,1007,0,0,32,0,0,4,290,WNW,,,13
20161025-11:00,Haze,18,0,0,32.8,43,,1007,0,0,32,0,0,4,290,WNW,,,11.1
20161025-11:30,Haze,18,0,0,31.9,46,,1007,0,0,31,0,0,4,320,NW,,,9.3
20161025-12:00,Haze,18,0,0,,41,,1007,0,0,30,0,0,4,320,NW,,,7.4
20161025-12:30,Haze,18,0,0,29.8,51,,1008,0,0,29,0,0,3,320,NW,,,3.7
20161025-13:00,Haze,18,0,0,29.8,51,,1008,0,0,29,0,0,3,0,North,,,0
20161025-15:00,Mist,19,0,0,,71,,1009,0,0,24,0,0,2,,,,,0
20161025-18:00,Mist,19,0,0,,84,,1010,0,0,21,0,0,2,,,,,0
20161025-21:00,Mist,18,0,0,,91,,1009,0,0,20,0,0,2,,,,,0
20161026-00:00,Mist,17,0,0,,81,,1010,0,0,20,0,0,2,250,WSW,,,5.6
20161026-02:00,Mist,16,0,0,,73,,1012,0,0,21,0,0,2,0,North,,,0
20161026-02:30,Haze,16,0,0,,73,,1012,0,0,21,0,0,2,0,North,,,0
20161026-03:00,Haze,17,0,0,,67,,1012,0,0,22,0,0,2,,,,,0
20161026-03:30,Haze,17,0,0,,69,,1013,0,0,23,0,0,3,250,WSW,,,3.7
20161026-04:00,Haze,17,0,0,,65,,1013,0,0,24,0,0,3,250,WSW,,,7.4
20161026-04:30,Haze,17,0,0,,61,,1013,0,0,25,0,0,3,250,WSW,,,7.4
20161026-05:00,Haze,17,0,0,27.7,54,,1013,0,0,27,0,0,3,250,WSW,,,7.4
20161026-05:30,Haze,17,0,0,28.5,51,,1013,0,0,28,0,0,3,230,SW,,,7.4
20161026-06:00,Haze,18,0,0,,39,,1012,0,0,30,0,0,2,230,SW,,,7.4
20161026-06:30,Haze,19,0,0,31.2,51,,1012,0,0,30,0,0,3,270,West,,,7.4
20161026-07:00,Haze,19,0,0,32.4,49,,1012,0,0,31,0,0,3,290,WNW,,,3.7
20161026-07:30,Haze,19,0,0,33.5,46,,1012,0,0,32,0,0,3,340,NNW,,,7.4
20161026-08:00,Haze,18,0,0,32.8,43,,1011,0,0,32,0,0,3,300,WNW,,,11.1
20161026-08:30,Haze,18,0,0,34,41,,1011,0,0,33,0,0,3,320,NW,,,9.3
20161026-09:00,Haze,18,0,0,,32,,1010,0,0,33,0,0,2,320,NW,,,14.8
20161026-09:30,Haze,18,0,0,34,41,,1011,0,0,33,0,0,3.5,310,NW,,,9.3
20161026-10:00,Haze,18,0,0,34,41,,1011,0,0,33,0,0,3.5,320,NW,,,11.1
20161026-10:30,Haze,18,0,0,34,41,,1010,0,0,33,0,0,3.5,320,NW,,,7.4
20161026-11:00,Haze,18,0,0,32.8,43,,1011,0,0,32,0,0,3.5,320,NW,,,9.3
20161026-11:30,Haze,19,0,0,32.4,49,,1011,0,0,31,0,0,3,350,North,,,3.7
20161026-12:00,Haze,20,0,0,,44,,1010,0,0,30,0,0,2,0,North,,,3.7
20161026-12:30,Smoke,20,0,0,30.7,58,,1011,0,0,29,0,0,2.5,0,North,,,0
20161026-15:00,Mist,20,0,0,,75,,1012,0,0,23,0,0,2,20,NNE,,,3.7
20161026-18:00,Mist,19,0,0,,86,,1014,0,0,21,0,0,2,,,,,0
20161026-21:00,Mist,18,0,0,,88,,1013,0,0,20,0,0,1,,,,,0
20161027-00:00,Mist,17,0,0,,94,,1014,0,0,18,0,0,1,230,SW,,,3.7
20161027-02:00,Mist,16,0,0,,88,,1016,0,0,18,0,0,1,250,WSW,,,3.7
20161027-02:30,Mist,17,0,0,,94,,1016,0,0,18,0,0,1,250,WSW,,,3.7
20161027-03:00,Mist,17,0,0,,73,,1016,0,0,20,0,0,1,230,SW,,,3.7
20161027-03:30,Mist,17,0,0,,78,,1017,0,0,21,0,0,1,260,West,,,5.6
20161027-04:00,Smoke,17,0,0,,69,,1017,0,0,23,0,0,1.2,290,WNW,,,5.6
20161027-04:30,Smoke,17,0,0,,65,,1017,0,0,24,0,0,1.2,300,WNW,,,1.9
20161027-05:00,Smoke,19,0,0,28.2,61,,1017,0,0,27,0,0,1.2,330,NNW,,,3.7
20161027-05:30,Smoke,19,0,0,30.3,55,,1016,0,0,29,0,0,1.2,320,NW,,,5.6
20161027-06:00,Smoke,19,0,0,,41,,1015,0,0,30,0,0,1,320,NW,,,11.1
20161027-06:30,Smoke,19,0,0,31.2,51,,1015,0,0,30,0,0,1.5,320,NW,,,14.8
20161027-07:00,Smoke,18,0,0,31.9,46,,1015,0,0,31,0,0,1.5,320,NW,,,13
20161027-07:30,Smoke,18,0,0,31.9,46,,1015,0,0,31,0,0,1.8,310,NW,,,11.1
20161027-08:00,Smoke,17,0,0,31.4,43,,1014,0,0,31,0,0,1.8,330,NNW,,,11.1
20161027-08:30,Smoke,18,0,0,32.8,43,,1014,0,0,32,0,0,2,340,NNW,,,9.3
20161027-09:00,Smoke,18,0,0,,32,,1013,0,0,32,0,0,2,290,WNW,,,11.1
20161027-09:30,Smoke,18,0,0,32.8,43,,1013,0,0,32,0,0,2,310,NW,,,11.1
20161027-10:00,Smoke,17,0,0,32.3,40,,1013,0,0,32,0,0,2,320,NW,,,9.3
20161027-10:30,Smoke,17,0,0,31.4,43,,1013,0,0,31,0,0,2,320,NW,,,7.4
20161027-11:00,Smoke,18,0,0,31.9,46,,1013,0,0,31,0,0,2,320,NW,,,9.3
20161027-11:30,Smoke,18,0,0,30.7,48,,1013,0,0,30,0,0,2,270,West,,,3.7
20161027-12:00,Smoke,19,0,0,,43,,1012,0,0,29,0,0,2,290,WNW,,,3.7
20161027-12:30,Smoke,18,0,0,29.8,51,,1014,0,0,29,0,0,2,0,North,,,0
20161027-13:00,Smoke,20,0,0,,74,,1014,0,0,25,0,0,2,0,North,,,0
20161027-15:00,Mist,19,0,0,,74,,1014,0,0,22,0,0,2,,,,,0
20161027-18:00,Mist,18,0,0,,76,,1014,0,0,21,0,0,2,,,,,0
20161027-21:00,Mist,18,0,0,,86,,1015,0,0,20,0,0,2,,,,,0
20161028-00:00,Mist,16,0,0,,85,,1013,0,0,18,0,0,1,,,,,0
20161028-01:30,Mist,15,0,0,,88,,1013,0,0,17,0,0,1,250,WSW,,,7.4
20161028-02:00,Mist,15,0,0,,88,,1014,0,0,17,0,0,1,250,WSW,,,7.4
20161028-02:30,Mist,16,0,0,,88,,1014,0,0,18,0,0,1.2,230,SW,,,7.4
20161028-03:00,Smoke,15,0,0,,60,,1014,0,0,20,0,0,1,230,SW,,,5.6
20161028-03:30,Smoke,14,0,0,,64,,1015,0,0,21,0,0,1.2,250,WSW,,,13
20161028-04:00,Smoke,15,0,0,,61,,1015,0,0,23,0,0,1.2,240,WSW,,,11.1
20161028-04:30,Smoke,15,0,0,,57,,1015,0,0,24,0,0,1.2,260,West,,,11.1
20161028-05:00,Smoke,17,0,0,,57,,1015,0,0,26,0,0,1.2,270,West,,,11.1
20161028-06:00,Smoke,18,0,0,,43,,1013,0,0,29,0,0,1,320,NW,,,11.1
20161028-06:30,Smoke,18,0,0,30.7,48,,1013,0,0,30,0,0,1.5,290,WNW,,,14.8
20161028-07:00,Smoke,17,0,0,31.4,43,,1013,0,0,31,0,0,1.5,290,WNW,,,11.1
20161028-07:32,Smoke,17,0,0,31.4,43,,1012,0,0,31,0,0,1.5,320,NW,,,9.3
20161028-08:00,Smoke,18,0,0,31.9,46,,1012,0,0,31,0,0,1.5,290,WNW,,,9.3
20161028-08:30,Smoke,18,0,0,32.8,43,,1011,0,0,32,0,0,1.5,290,WNW,,,11.1
20161028-09:00,Smoke,17,0,0,,31,,1010,0,0,32,0,0,1,290,WNW,,,13
20161028-09:30,Smoke,17,0,0,31.4,43,,1011,0,0,31,0,0,1.5,320,NW,,,11.1
20161028-10:00,Smoke,17,0,0,31.4,43,,1011,0,0,31,0,0,1.5,300,WNW,,,9.3
20161028-10:30,Smoke,18,0,0,30.7,48,,1011,0,0,30,0,0,1.5,280,West,,,9.3
20161028-11:00,Smoke,17,0,0,30.3,45,,1011,0,0,30,0,0,1.8,310,NW,,,5.6
20161028-11:30,Smoke,18,0,0,30.7,48,,1011,0,0,30,0,0,1.8,280,West,,,3.7
20161028-12:00,Smoke,18,0,0,,42,,1010,0,0,29,0,0,1,,,,,0
20161028-12:30,Smoke,18,0,0,27.9,58,,1011,0,0,27,0,0,1.8,0,North,,,0
20161028-13:00,Smoke,18,0,0,,65,,1011,0,0,25,0,0,1.8,0,North,,,0
20161028-15:00,Mist,17,0,0,,73,,1012,0,0,21,0,0,2,,,,,0
20161028-18:00,Mist,17,0,0,,87,,1012,0,0,18,0,0,1,,,,,0
20161028-21:00,Mist,16,0,0,,90,,1012,0,0,17,0,0,1,200,SSW,,,3.7
20161029-00:00,Mist,15,0,0,,90,,1012,0,0,16,0,0,1,,,,,0
20161029-02:00,Mist,15,0,0,,94,,1013,0,0,16,0,0,1,0,North,,,0
20161029-02:30,Mist,15,0,0,,88,,1013,0,0,17,0,0,1,0,North,,,0
20161029-03:00,Mist,15,0,0,,82,,1014,0,0,18,0,0,1,,,,,0
20161029-03:30,Mist,16,0,0,,83,,1014,0,0,19,0,0,1.2,0,North,,,0
20161029-04:00,Smoke,17,0,0,,78,,1015,0,0,21,0,0,1.2,0,North,,,0
20161029-04:30,Smoke,17,0,0,,69,,1015,0,0,23,0,0,1.2,0,North,,,0
20161029-05:00,Smoke,18,0,0,,61,,1015,0,0,26,0,0,1.5,70,ENE,,,3.7
20161029-05:30,Smoke,18,0,0,27.9,58,,1015,0,0,27,0,0,1.5,70,ENE,,,3.7
20161029-06:00,Smoke,17,0,0,,37,,1014,0,0,30,0,0,1,,,,,0
20161029-06:30,Smoke,17,0,0,30.3,45,,1014,0,0,30,0,0,1.5,20,NNE,,,5.6
20161029-07:00,Smoke,19,0,0,31.2,51,,1014,0,0,30,0,0,1,70,ENE,,,3.7
20161029-07:30,Smoke,19,0,0,31.2,51,,1013,0,0,30,0,0,1,0,North,,,0
20161029-08:00,Smoke,19,0,0,31.2,51,,1013,0,0,30,0,0,1,0,North,,,0
20161029-08:30,Smoke,19,0,0,32.4,49,,1012,0,0,31,0,0,1.2,70,ENE,,,3.7
20161029-09:00,Smoke,20,0,0,,38,,1011,0,0,32,0,0,1,50,NE,,,3.7
20161029-09:30,Smoke,20,0,0,34.1,49,,1012,0,0,32,0,0,1.2,90,East,,,3.7
20161029-10:00,Haze,20,0,0,34.1,49,,1012,0,0,32,0,0,2,270,West,,,7.4
20161029-10:30,Haze,20,0,0,34.1,49,,1011,0,0,32,0,0,2,250,WSW,,,7.4
