datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
20150101-00:00,Partial Fog,9,1,0,,91,,1016,0,0,10,0,0,0.5,,,,,0
20150101-03:00,Partial Fog,10,1,0,,90,,1018,0,0,11,0,0,0.5,,,,,0
20150101-06:00,Smoke,11,0,0,,54,,1019,0,0,18,0,0,1,,,,,0
20150101-09:00,Smoke,11,0,0,,43,,1016,0,0,21,0,0,1,340,NNW,,,7.4
20150101-12:00,Haze,12,0,0,,54,,1016,0,0,19,0,0,1,,,,,0
20150101-15:00,Mist,11,0,0,,72,,1018,0,0,14,0,0,1,,,,,0
20150101-18:00,Mist,11,0,0,,87,,1019,0,0,12,0,0,1,,,,,0
20150101-21:00,Mist,12,0,0,,85,,1018,0,0,13,0,0,1,,,,,0
20150102-00:00,Light Rain,13,0,0,,92,,1017,1,0,14,0,0,0.5,140,SE,,,7.4
20150102-03:00,Light Rain,14,0,0,,96,,1019,1,0,15,0,0,0.5,160,SSE,,,7.4
20150102-06:00,Light Drizzle,15,0,0,,98,,1020,1,0,16,0,0,1,,,,,0
20150102-09:00,Light Rain,15,0,0,,100,,1017,1,0,15,0,0,1,50,NE,,,9.3
20150102-12:00,Light Drizzle,15,0,0,,97,,1017,1,0,15,0,0,0.5,,,,,0
20150102-15:00,Patches of Fog,14,1,0,,96,,1018,0,0,14,0,0,0.5,,,,,0
20150102-18:00,Light Drizzle,14,0,0,,95,,1018,1,0,15,0,0,0.5,,,,,0
20150102-21:00,Mist,14,0,0,,99,,1017,0,0,15,0,0,1,,,,,0
20150103-00:00,Heavy Fog,14,1,0,,96,,1016,0,0,15,0,0,0.05,,,,,0
20150103-03:00,Light Rain,14,0,0,,96,,1014,1,0,14,0,0,0.5,320,NW,,,7.4
20150103-06:00,Mist,15,0,0,,88,,1019,0,0,16,0,0,1,,,,,0
20150103-09:00,Mist,14,0,0,,79,,1017,0,0,17,0,0,1,,,,,0
20150103-12:00,Patches of Fog,15,1,0,,88,,1017,0,0,16,0,0,0.5,,,,,0
20150103-15:00,Partial Fog,14,1,0,,95,,1018,0,0,15,0,0,0.5,,,,,0
20150103-18:00,Partial Fog,14,1,0,,94,,1019,0,0,14,0,0,0.5,,,,,0
20150103-21:00,Heavy Fog,14,1,0,,100,,1019,0,0,14,0,0,0.2,,,,,0
20150104-00:00,Heavy Fog,13,1,0,,100,,1019,0,0,13,0,0,0.2,,,,,0
20150104-03:00,Heavy Fog,13,1,0,,86,,1020,0,0,14,0,0,0.2,290,WNW,,,7.4
20150104-06:00,Mist,12,0,0,,74,,1021,0,0,15,0,0,1,290,WNW,,,14.8
20150104-09:00,Smoke,10,0,0,,51,,1019,0,0,18,0,0,1,320,NW,,,16.7
20150104-12:00,Smoke,10,0,0,,57,,1019,0,0,17,0,0,2,320,NW,,,5.6
20150104-15:00,Mist,11,0,0,,84,,1020,0,0,14,0,0,1,290,WNW,,,9.3
20150104-18:00,Mist,11,0,0,,90,,1020,0,0,12,0,0,1,270,West,,,13
20150104-21:00,Mist,9,0,0,,88,,1019,0,0,10,0,0,1,290,WNW,,,9.3
20150105-00:00,Patches of Fog,8,1,0,,92,,1017,0,0,9,0,0,0.5,270,West,,,14.8
20150105-03:00,Mist,8,0,0,,87,,1018,0,0,9,0,0,1,270,West,,,18.5
20150105-06:00,Haze,8,0,0,,46,,1017,0,0,16,0,0,2,290,WNW,,,22.2
20150105-09:00,Haze,9,0,0,,36,,1014,0,0,21,0,0,2,290,WNW,,,22.2
20150105-12:00,Haze,10,0,0,,52,,1014,0,0,18,0,0,2,320,NW,,,14.8
20150105-15:00,Mist,12,0,0,,73,,1016,0,0,15,0,0,1,290,WNW,,,13
20150105-18:00,Mist,10,0,0,,80,,1016,0,0,13,0,0,1,290,WNW,,,9.3
20150105-21:00,Patches of Fog,10,1,0,,89,,1016,0,0,11,0,0,0.5,270,West,,,5.6
20150106-00:00,Patches of Fog,9,1,0,,93,,1015,0,0,10,0,0,0.5,270,West,,,9.3
20150106-03:00,Heavy Fog,10,1,0,,96,,1017,0,0,10,0,0,0.5,250,WSW,,,11.1
20150106-06:00,Mist,10,0,0,,72,,1016,0,0,14,0,0,1,340,NNW,,,7.4
20150106-09:00,Smoke,9,0,0,,50,,1014,0,0,17,0,0,1,320,NW,,,7.4
20150106-12:00,Smoke,10,0,0,,63,,1015,0,0,15,0,0,1,,,,,0
20150106-15:00,Mist,10,0,0,,84,,1016,0,0,12,0,0,1,,,,,0
20150106-18:00,Patches of Fog,9,1,0,,88,,1016,0,0,10,0,0,0.5,,,,,0
20150106-21:00,Partial Fog,8,1,0,,93,,1015,0,0,8,0,0,0.5,,,,,0
20150107-00:00,Partial Fog,7,1,0,,96,,1015,0,0,7,0,0,0.5,,,,,0
20150107-03:00,Heavy Fog,7,1,0,,94,,1017,0,0,8,0,0,0.5,,,,,0
20150107-06:00,Heavy Fog,8,1,0,,82,,1018,0,0,10,0,0,0.5,320,NW,,,9.3
20150107-09:00,Patches of Fog,8,1,0,,67,,1016,0,0,12,0,0,0.5,270,West,,,11.1
20150107-12:00,Patches of Fog,9,1,0,,74,,1016,0,0,12,0,0,0.5,270,West,,,11.1
20150107-15:00,Partial Fog,9,1,0,,84,,1017,0,0,11,0,0,0.5,,,,,0
20150107-18:00,Partial Fog,9,1,0,,92,,1017,0,0,9,0,0,0.2,,,,,0
20150107-21:00,Heavy Fog,8,1,0,,99,,1017,0,0,8,0,0,0.2,,,,,0
20150108-00:00,Heavy Fog,8,1,0,,100,,1016,0,0,8,0,0,0.02,,,,,0
20150108-03:00,Heavy Fog,9,1,0,,92,,1019,0,0,9,0,0,0.02,270,West,,,7.4
20150108-06:00,Heavy Fog,10,1,0,,96,,1020,0,0,10,0,0,0.2,290,WNW,,,5.6
20150108-09:00,Patches of Fog,10,1,0,,69,,1018,0,0,14,0,0,0.5,,,,,0
20150108-12:00,Heavy Fog,9,1,0,,75,,1019,0,0,12,0,0,0.2,290,WNW,,,5.6
20150108-15:00,Heavy Fog,9,1,0,,89,,1020,0,0,10,0,0,0.5,270,West,,,3.7
20150108-18:00,Heavy Fog,8,1,0,,89,,1021,0,0,9,0,0,0.5,,,,,0
20150108-21:00,Heavy Fog,8,1,0,,93,,1020,0,0,8,0,0,0.5,290,WNW,,,5.6
20150109-00:00,Heavy Fog,6,1,0,,87,,1020,0,0,8,0,0,0.5,,,,,0
20150109-03:00,Heavy Fog,6,1,0,,93,,1021,0,0,7,0,0,0.5,270,West,,,3.7
20150109-06:00,Patches of Fog,7,1,0,,70,,1022,0,0,11,0,0,0.5,,,,,0
20150109-09:00,Smoke,8,0,0,,53,,1019,0,0,16,0,0,0.5,,,,,0
20150109-12:00,Partial Fog,10,1,0,,71,,1019,0,0,13,0,0,0.5,,,,,0
20150109-15:00,Partial Fog,8,1,0,,91,,1020,0,0,10,0,0,0.5,,,,,0
20150109-18:00,Partial Fog,9,1,0,,89,,1020,0,0,10,0,0,0.5,20,NNE,,,3.7
20150109-21:00,Heavy Fog,8,1,0,,91,,1020,0,0,10,0,0,0.5,20,NNE,,,5.6
20150110-00:00,Heavy Fog,7,1,0,,91,,1019,0,0,9,0,0,0.5,290,WNW,,,3.7
20150110-03:00,Heavy Fog,7,1,0,,87,,1020,0,0,8,0,0,0.5,290,WNW,,,7.4
20150110-06:00,Smoke,7,0,0,,58,,1020,0,0,13,0,0,1,270,West,,,9.3
20150110-09:00,Smoke,8,0,0,,42,,1017,0,0,17,0,0,1,270,West,,,9.3
20150110-12:00,Smoke,7,0,0,,45,,1017,0,0,16,0,0,1,250,WSW,,,5.6
20150110-15:00,Mist,8,0,0,,82,,1020,0,0,10,0,0,1,,,,,0
20150110-18:00,Patches of Fog,7,1,0,,84,,1019,0,0,9,0,0,0.5,,,,,0
20150110-21:00,Partial Fog,7,1,0,,96,,1019,0,0,7,0,0,0.5,,,,,0
20150111-00:00,Heavy Fog,9,1,0,,97,,1018,0,0,9,0,0,0.2,,,,,0
20150111-03:00,Heavy Fog,8,1,0,,87,,1020,0,0,10,0,0,0.5,270,West,,,13
20150111-06:00,Partial Fog,8,1,0,,67,,1020,0,0,12,0,0,0.5,290,WNW,,,7.4
20150111-09:00,Smoke,8,0,0,,52,,1017,0,0,15,0,0,1,290,WNW,,,11.1
20150111-12:00,Smoke,10,0,0,,66,,1018,0,0,14,0,0,1,20,NNE,,,7.4
20150111-15:00,Mist,9,0,0,,89,,1020,0,0,10,0,0,0.5,,,,,0
20150111-18:00,Partial Fog,8,1,0,,91,,1020,0,0,10,0,0,0.5,,,,,0
20150111-21:00,Partial Fog,8,1,0,,97,,1020,0,0,8,0,0,0.5,,,,,0
20150112-00:00,Heavy Fog,6,1,0,,96,,1020,0,0,7,0,0,0.2,,,,,0
20150112-03:00,Patches of Fog,8,1,0,,87,,1021,0,0,10,0,0,0.5,,,,,0
20150112-06:00,Patches of Fog,8,1,0,,70,,1022,0,0,12,0,0,0.5,,,,,0
20150112-09:00,Smoke,8,0,0,,53,,1018,0,0,16,0,0,0.5,,,,,0
20150112-12:00,Patches of Fog,10,1,0,,67,,1017,0,0,14,0,0,0.5,,,,,0
20150112-15:00,Patches of Fog,9,1,0,,85,,1020,0,0,10,0,0,0.5,,,,,0
20150112-18:00,Patches of Fog,7,1,0,,86,,1020,0,0,8,0,0,0.5,,,,,0
20150112-21:00,Patches of Fog,7,1,0,,92,,1018,0,0,8,0,0,0.5,140,SE,,,7.4
20150113-00:00,Partial Fog,7,1,0,,98,,1018,0,0,7,0,0,0.2,,,,,0
20150113-03:00,Heavy Fog,7,1,0,,100,,1020,0,0,7,0,0,0.02,,,,,0
20150113-06:00,Smoke,9,0,0,,62,,1019,0,0,14,0,0,1,140,SE,,,9.3
20150113-09:00,Smoke,9,0,0,,45,,1016,0,0,18,0,0,1,140,SE,,,5.6
20150113-12:00,Smoke,10,0,0,,60,,1015,0,0,16,0,0,1,90,East,,,7.4
20150113-15:00,Partial Fog,10,1,0,,81,,1016,0,0,12,0,0,0.5,,,,,0
20150113-18:00,Partial Fog,11,1,0,,91,,1017,0,0,12,0,0,0.2,90,East,,,7.4
20150113-21:00,Partial Fog,10,1,0,,86,,1016,0,0,12,0,0,0.5,140,SE,,,9.3
20150114-00:00,Light Rain,11,0,0,,87,,1014,1,0,12,0,0,0.5,110,ESE,,,9.3
20150114-03:00,Partial Fog,10,1,0,,86,,1016,0,0,12,0,0,0.2,160,SSE,,,7.4
20150114-06:00,Mist,10,0,0,,67,,1018,0,0,14,0,0,1,110,ESE,,,9.3
20150114-09:00,Mist,10,0,0,,66,,1016,0,0,14,0,0,1,70,ENE,,,7.4
20150114-12:00,Mist,11,0,0,,77,,1017,0,0,14,0,0,0.5,110,ESE,,,7.4
20150114-15:00,Patches of Fog,9,1,0,,81,,1019,0,0,12,0,0,0.5,,,,,0
20150114-18:00,Patches of Fog,9,1,0,,97,,1020,0,0,9,0,0,0.5,,,,,0
20150114-21:00,Patches of Fog,9,1,0,,97,,1020,0,0,9,0,0,0.5,,,,,0
20150115-00:00,Partial Fog,7,1,0,,98,,1019,0,0,7,0,0,0.5,,,,,0
20150115-03:00,Partial Fog,7,1,0,,90,,1021,0,0,8,0,0,0.2,,,,,0
20150115-06:00,Mist,10,0,0,,72,,1021,0,0,14,0,0,0.5,,,,,0
20150115-09:00,Smoke,9,0,0,,45,,1019,0,0,18,0,0,0.5,290,WNW,,,7.4
20150115-12:00,Smoke,11,0,0,,54,,1018,0,0,18,0,0,1,,,,,0
20150115-15:00,Partial Fog,11,1,0,,86,,1019,0,0,13,0,0,0.5,,,,,0
20150115-18:00,Partial Fog,10,1,0,,88,,1019,0,0,12,0,0,0.2,,,,,0
20150115-21:00,Heavy Fog,9,1,0,,100,,1019,0,0,9,0,0,0.05,,,,,0
20150116-00:00,Heavy Fog,9,1,0,,100,,1018,0,0,9,0,0,0.05,,,,,0
20150116-03:00,Heavy Fog,9,1,0,,98,,1020,0,0,9,0,0,0.2,250,WSW,,,7.4
20150116-06:00,Mist,10,0,0,,67,,1021,0,0,14,0,0,1,250,WSW,,,5.6
20150116-09:00,Smoke,9,0,0,,38,,1018,0,0,20,0,0,1,270,West,,,13
20150116-12:00,Smoke,11,0,0,,55,,1018,0,0,18,0,0,1,270,West,,,7.4
20150116-15:00,Mist,11,0,0,,83,,1020,0,0,13,0,0,1,250,WSW,,,3.7
20150116-18:00,Patches of Fog,10,1,0,,89,,1020,0,0,11,0,0,0.5,,,,,0
20150116-21:00,Patches of Fog,9,1,0,,95,,1019,0,0,10,0,0,0.5,,,,,0
20150117-00:00,Patches of Fog,9,1,0,,91,,1018,0,0,10,0,0,0.5,,,,,0
20150117-03:00,Heavy Fog,10,1,0,,98,,1020,0,0,10,0,0,0.02,,,,,0
20150117-06:00,Patches of Fog,11,1,0,,72,,1021,0,0,15,0,0,0.5,290,WNW,,,5.6
20150117-09:00,Haze,11,0,0,,43,,1018,0,0,20,0,0,2,320,NW,,,9.3
20150117-12:00,Haze,12,0,0,,53,,1018,0,0,20,0,0,2,,,,,0
20150117-15:00,Mist,11,0,0,,79,,1019,0,0,13,0,0,1,,,,,0
20150117-18:00,Patches of Fog,9,1,0,,85,,1020,0,0,11,0,0,1,,,,,0
20150117-21:00,Patches of Fog,9,1,0,,92,,1020,0,0,9,0,0,1,,,,,0
20150118-00:00,Patches of Fog,7,1,0,,94,,1019,0,0,8,0,0,1,,,,,0
20150118-03:00,Partial Fog,7,1,0,,96,,1020,0,0,8,0,0,0.2,,,,,0
20150118-06:00,Smoke,10,0,0,,59,,1020,0,0,15,0,0,1,270,West,,,9.3
20150118-09:00,Haze,10,0,0,,36,,1017,0,0,21,0,0,2,270,West,,,7.4
20150118-12:00,Haze,9,0,0,,41,,1017,0,0,19,0,0,2,320,NW,,,3.7
20150118-15:00,Mist,9,0,0,,77,,1019,0,0,12,0,0,1,,,,,0
20150118-18:00,Patches of Fog,9,1,0,,93,,1019,0,0,10,0,0,0.5,,,,,0
20150118-21:00,Heavy Fog,11,1,0,,95,,1019,0,0,11,0,0,0.2,,,,,0
20150119-00:00,Heavy Fog,10,1,0,,98,,1018,0,0,10,0,0,0.02,,,,,0
20150119-03:00,Heavy Fog,10,1,0,,98,,1020,0,0,10,0,0,0.02,,,,,0
20150119-06:00,Patches of Fog,11,1,0,,71,,1021,0,0,15,0,0,0.5,,,,,0
20150119-09:00,Smoke,7,0,0,,30,,1017,0,0,20,0,0,2,270,West,,,14.8
20150119-12:00,Smoke,12,0,0,,54,,1017,0,0,19,0,0,4,,,,,0
20150119-15:00,Partial Fog,12,1,0,,83,,1019,0,0,14,0,0,0.5,,,,,0
20150119-18:00,Partial Fog,11,1,0,,90,,1020,0,0,12,0,0,0.2,,,,,0
20150119-21:00,Heavy Fog,10,1,0,,100,,1019,0,0,10,0,0,0.05,,,,,0
20150120-00:00,Heavy Fog,11,1,0,,94,,1019,0,0,11,0,0,0.2,,,,,0
20150120-03:00,Heavy Fog,10,1,0,,82,,1021,0,0,12,0,0,0.5,180,South,,,11.1
20150120-06:00,Smoke,9,0,0,,65,,1022,0,0,14,0,0,1,180,South,,,3.7
20150120-09:00,Smoke,11,0,0,,54,,1018,0,0,18,0,0,1,90,East,,,9.3
20150120-12:00,Mist,11,0,0,,71,,1018,0,0,15,0,0,1,90,East,,,7.4
20150120-15:00,Mist,10,0,0,,73,,1020,0,0,13,0,0,1,90,East,,,5.6
20150120-18:00,Mist,9,0,0,,76,,1021,0,0,12,0,0,1,90,East,,,11.1
20150120-21:00,Mist,9,0,0,,80,,1021,0,0,12,0,0,1,90,East,,,9.3
20150121-00:00,Mist,9,0,0,,85,,1020,0,0,10,0,0,1,90,East,,,3.7
20150121-03:00,Patches of Fog,9,1,0,,83,,1022,0,0,11,0,0,0.5,110,ESE,,,7.4
20150121-06:00,Mist,10,0,0,,67,,1023,0,0,14,0,0,1,70,ENE,,,7.4
20150121-09:00,Smoke,10,0,0,,52,,1020,0,0,17,0,0,1,90,East,,,7.4
20150121-12:00,Smoke,10,0,0,,55,,1020,0,0,16,0,0,1,110,ESE,,,3.7
20150121-15:00,Patches of Fog,10,1,0,,72,,1021,0,0,14,0,0,1,,,,,0
20150121-18:00,Patches of Fog,11,1,0,,87,,1021,0,0,12,0,0,1,,,,,0
20150121-21:00,Light Rain,10,0,0,,86,,1021,1,0,12,0,0,0.5,,,,,0
20150122-00:00,Mist,11,0,0,,89,,1020,0,0,12,0,0,0.5,,,,,0
20150122-03:00,Rain,11,0,0,,90,,1022,1,0,12,0,0,0.2,110,ESE,,,3.7
20150122-06:00,Rain,12,0,0,,95,,1022,1,0,13,0,0,0.5,90,East,,,7.4
20150122-09:00,Rain,13,0,0,,98,,1020,1,0,13,0,0,0.5,,,,,0
20150122-12:00,Patches of Fog,13,1,0,,95,,1019,0,0,13,0,0,0.5,,,,,0
20150122-15:00,Patches of Fog,12,1,0,,94,,1020,0,0,13,0,0,0.5,90,East,,,7.4
20150122-18:00,Mist,12,0,0,,97,,1021,0,0,13,0,0,1,90,East,,,3.7
20150122-21:00,Mist,12,0,0,,95,,1021,0,0,12,0,0,1,110,ESE,,,3.7
20150123-00:00,Patches of Fog,12,1,0,,96,,1020,0,0,12,0,0,0.5,,,,,0
20150123-03:00,Patches of Fog,12,1,0,,96,,1021,0,0,12,0,0,0.5,,,,,0
20150123-06:00,Mist,13,0,0,,74,,1021,0,0,16,0,0,1,,,,,0
20150123-09:00,Smoke,13,0,0,,62,,1020,0,0,19,0,0,1,,,,,0
20150123-12:00,Mist,14,0,0,,72,,1018,0,0,17,0,0,2,320,NW,,,9.3
20150123-15:00,Mist,13,0,0,,87,,1020,0,0,15,0,0,1,,,,,0
20150123-18:00,Mist,12,0,0,,93,,1020,0,0,14,0,0,1,,,,,0
20150123-21:00,Heavy Fog,12,1,0,,100,,1020,0,0,12,0,0,0.2,,,,,0
20150124-00:00,Heavy Fog,11,1,0,,100,,1019,0,0,11,0,0,0.2,270,West,,,9.3
20150124-03:00,Heavy Fog,11,1,0,,94,,1021,0,0,11,0,0,0.2,270,West,,,9.3
20150124-06:00,Mist,11,0,0,,76,,1023,0,0,14,0,0,1,320,NW,,,11.1
20150124-09:00,Smoke,12,0,0,,65,,1020,0,0,16,0,0,2,270,West,,,14.8
20150124-12:00,Mist,11,0,0,,79,,1020,0,0,14,0,0,1,320,NW,,,13
20150124-15:00,Mist,11,0,0,,87,,1021,0,0,12,0,0,1,320,NW,,,11.1
20150124-18:00,Mist,10,0,0,,92,,1021,0,0,10,0,0,1,,,,,0
20150124-21:00,Mist,10,0,0,,97,,1021,0,0,11,0,0,1,290,WNW,,,9.3
20150125-00:00,Heavy Fog,10,1,0,,100,,1020,0,0,10,0,0,0.05,290,WNW,,,11.1
20150125-03:00,Heavy Fog,8,1,0,,91,,1022,0,0,10,0,0,0.5,320,NW,,,14.8
20150125-06:00,Smoke,9,0,0,,67,,1022,0,0,14,0,0,1,320,NW,,,3.7
20150125-09:00,Smoke,9,0,0,,47,,1019,0,0,18,0,0,2,320,NW,,,3.7
20150125-12:00,Smoke,9,0,0,,56,,1019,0,0,16,0,0,1,,,,,0
20150125-15:00,Patches of Fog,11,1,0,,83,,1020,0,0,13,0,0,0.5,,,,,0
20150125-18:00,Mist,11,0,0,,86,,1021,0,0,13,0,0,1,,,,,0
20150125-21:00,Patches of Fog,11,1,0,,92,,1020,0,0,12,0,0,0.5,,,,,0
20150126-00:00,Patches of Fog,12,1,0,,95,,1020,0,0,12,0,0,0.5,,,,,0
20150126-03:00,Drizzle,12,0,0,,95,,1021,1,0,13,0,0,0.5,,,,,0
20150126-06:00,Partial Fog,13,1,0,,95,,1022,0,0,13,0,0,0.5,,,,,0
20150126-09:00,Mist,13,0,0,,82,,1019,0,0,16,0,0,1,,,,,0
20150126-12:00,Mist,13,0,0,,75,,1018,0,0,16,0,0,1,,,,,0
20150126-15:00,Patches of Fog,12,1,0,,80,,1020,0,0,15,0,0,0.5,340,NNW,,,7.4
20150126-18:00,Patches of Fog,12,1,0,,92,,1020,0,0,13,0,0,0.5,,,,,0
20150126-21:00,Patches of Fog,11,1,0,,91,,1019,0,0,12,0,0,0.5,,,,,0
20150127-00:00,Patches of Fog,11,1,0,,91,,1019,0,0,11,0,0,0.5,,,,,0
20150127-03:00,Partial Fog,10,1,0,,94,,1020,0,0,11,0,0,0.2,,,,,0
20150127-06:00,Smoke,10,0,0,,60,,,0,0,16,0,0,1,290,WNW,,,14.8
20150127-09:00,Smoke,9,0,0,,47,,,0,0,18,0,0,1,320,NW,,,5.6
20150127-12:00,Smoke,10,0,0,,55,,1018,0,0,16,0,0,2,290,WNW,,,13
20150127-15:00,Mist,10,0,0,,72,,1019,0,0,13,0,0,1,,,,,0
20150127-18:00,Mist,9,0,0,,84,,1020,0,0,11,0,0,1,270,West,,,3.7
20150127-21:00,Partial Fog,9,1,0,,91,,1020,0,0,10,0,0,0.5,290,WNW,,,5.6
20150128-00:00,Heavy Fog,8,1,0,,91,,1018,0,0,9,0,0,0.2,320,NW,,,7.4
20150128-03:00,Patches of Fog,7,1,0,,83,,1020,0,0,9,0,0,0.5,290,WNW,,,16.7
20150128-06:00,Smoke,6,0,0,,51,,1020,0,0,13,0,0,1,290,WNW,,,14.8
20150128-09:00,Haze,4,0,0,,30,,1016,0,0,18,0,0,2,320,NW,,,18.5
20150128-12:00,Haze,4,0,0,,36,,1016,0,0,16,0,0,2,320,NW,,,7.4
20150128-15:00,Patches of Fog,8,1,0,,78,,1018,0,0,11,0,0,1,,,,,0
20150128-18:00,Heavy Fog,6,1,0,,100,,1020,0,0,6,0,0,0.05,,,,,0
20150128-21:00,Partial Fog,7,1,0,,,,1018,0,0,,0,0,0.5,,,,,157.4
20150129-00:00,Heavy Fog,7,1,0,,98,,1019,0,0,7,0,0,0.02,,,,,0
20150129-03:00,Patches of Fog,6,1,0,,91,,1020,0,0,7,0,0,0.5,,,,,0
20150129-06:00,Smoke,9,0,0,,56,,1019,0,0,15,0,0,0.5,,,,,0
20150129-09:00,Haze,3,0,0,,24,,1019,0,0,18,0,0,2,270,West,,,18.5
20150129-12:00,Haze,2,0,0,,27,,1018,0,0,17,0,0,2,290,WNW,,,13
20150129-15:00,Mist,8,0,0,,68,,1020,0,0,12,0,0,2,,,,,0
20150129-18:00,Mist,7,0,0,,86,,1022,0,0,8,0,0,1,,,,,0
20150129-21:00,Light Fog,7,1,0,,90,,1021,0,0,8,0,0,0.5,,,,,0
20150130-00:00,Light Fog,6,1,0,,87,,1021,0,0,8,0,0,0.5,270,West,,,7.4
20150130-03:00,Mist,6,0,0,,80,,1022,0,0,8,0,0,1,250,WSW,,,7.4
20150130-06:00,Smoke,6,0,0,,38,,1022,0,0,16,0,0,1,270,West,,,24.1
20150130-09:00,Haze,2,0,0,,21,,1020,0,0,19,0,0,4,290,WNW,,,22.2
20150130-12:00,Haze,4,0,0,,31,,1019,0,0,17,0,0,4,320,NW,,,14.8
20150130-15:00,Haze,6,0,0,,54,,1020,0,0,13,0,0,2,250,WSW,,,5.6
20150130-18:00,Mist,7,0,0,,67,,1020,0,0,11,0,0,2,290,WNW,,,7.4
20150130-21:00,Mist,6,0,0,,71,,1019,0,0,10,0,0,2,270,West,,,7.4
20150131-00:00,Mist,6,0,0,,76,,1018,0,0,9,0,0,2,250,WSW,,,3.7
20150131-03:00,Mist,6,0,0,,69,,1020,0,0,9,0,0,1,270,West,,,11.1
20150131-06:00,Haze,3,0,0,,27,,1019,0,0,17,0,0,4,270,West,,,22.2
20150131-09:00,Haze,2,0,0,,18,,1016,0,0,21,0,0,4,290,WNW,,,24.1
20150131-12:00,Haze,5,0,0,,28,,1016,0,0,20,0,0,4,320,NW,,,11.1
20150131-15:00,Mist,9,0,0,,67,,1017,0,0,13,0,0,2,,,,,0
20150131-18:00,Mist,9,0,0,,85,,1019,0,0,11,0,0,2,,,,,0
20150131-21:00,Partial Fog,9,1,0,,91,,1018,0,0,10,0,0,0.5,,,,,0
20150201-00:00,Partial Fog,7,1,0,,94,,1019,0,0,8,0,0,0.5,,,,,0
20150201-03:00,Partial Fog,8,1,0,,93,,1020,0,0,8,0,0,0.2,,,,,0
20150201-06:00,Smoke,7,0,0,,30,,1019,0,0,20,0,0,1,140,SE,,,11.1
20150201-09:00,Haze,6,0,0,,22,,1016,0,0,24,0,0,2,160,SSE,,,11.1
20150201-12:00,Haze,10,0,0,,43,,1015,0,0,20,0,0,2,110,ESE,,,7.4
20150201-15:00,Mist,11,0,0,,72,,1018,0,0,15,0,0,2,,,,,0
20150201-18:00,Mist,11,0,0,,79,,1018,0,0,13,0,0,1,90,East,,,5.6
20150201-21:00,Mist,11,0,0,,89,,1017,0,0,12,0,0,1,140,SE,,,5.6
20150202-00:00,Mist,10,0,0,,88,,1017,0,0,12,0,0,1,110,ESE,,,7.4
20150202-03:00,Patches of Fog,10,1,0,,72,,1019,0,0,14,0,0,0.5,90,East,,,5.6
20150202-06:00,Smoke,12,0,0,,52,,1020,0,0,19,0,0,1,90,East,,,18.5
20150202-09:00,Smoke,11,0,0,,37,,1016,0,0,23,0,0,1,90,East,,,11.1
20150202-12:00,Smoke,13,0,0,,52,,1016,0,0,20,0,0,1,90,East,,,11.1
20150202-15:00,Mist,14,0,0,,70,,1018,0,0,18,0,0,1,90,East,,,9.3
20150202-18:00,Mist,12,0,0,,68,,1017,0,0,17,0,0,1,140,SE,,,18.5
20150202-21:00,Mist,12,0,0,,72,,1017,0,0,16,0,0,1,110,ESE,,,13
20150203-00:00,Mist,11,0,0,,72,,1017,0,0,15,0,0,1,90,East,,,7.4
20150203-03:00,Mist,11,0,0,,72,,1020,0,0,15,0,0,1,90,East,,,3.7
20150203-06:00,Smoke,13,0,0,,51,,1020,0,0,20,0,0,1,90,East,,,7.4
20150203-09:00,Haze,13,0,0,,46,,1019,0,0,22,0,0,1,230,SW,,,11.1
20150203-12:00,Smoke,13,0,0,,65,,1020,0,0,19,0,0,1,270,West,,,14.8
20150203-15:00,Mist,13,0,0,,82,,1022,0,0,15,0,0,1,290,WNW,,,3.7
20150203-18:00,Patches of Fog,13,1,0,,90,,1023,0,0,15,0,0,0.5,320,NW,,,3.7
20150203-21:00,Patches of Fog,12,1,0,,92,,1023,0,0,13,0,0,0.5,290,WNW,,,5.6
20150204-00:00,Patches of Fog,12,1,0,,95,,1022,0,0,12,0,0,0.5,290,WNW,,,7.4
20150204-03:00,Heavy Fog,12,1,0,,96,,1024,0,0,12,0,0,0.02,270,West,,,14.8
20150204-06:00,Heavy Fog,12,1,0,,84,,1025,0,0,14,0,0,0.5,270,West,,,14.8
20150204-09:00,Smoke,12,0,0,,55,,1022,0,0,20,0,0,0.5,320,NW,,,14.8
20150204-12:00,Haze,13,0,0,,58,,1020,0,0,19,0,0,2,320,NW,,,11.1
20150204-15:00,Mist,12,0,0,,80,,1021,0,0,15,0,0,1,,,,,0
20150204-18:00,Mist,12,0,0,,87,,1021,0,0,14,0,0,1,270,West,,,3.7
20150204-21:00,Partial Fog,11,1,0,,94,,1021,0,0,11,0,0,0.2,270,West,,,7.4
20150205-00:00,Partial Fog,10,1,0,,99,,1020,0,0,11,0,0,0.5,270,West,,,3.7
20150205-03:00,Partial Fog,9,1,0,,95,,1021,0,0,10,0,0,0.2,270,West,,,11.1
20150205-06:00,Haze,9,0,0,,46,,1021,0,0,18,0,0,2,320,NW,,,18.5
20150205-09:00,Haze,2,0,0,,16,,1018,0,0,22,0,0,4,340,NNW,,,14.8
20150205-12:00,Haze,4,0,0,,22,,1017,0,0,21,0,0,2,290,WNW,,,11.1
